,filename,solvable,time_elapsed,max_depth,backtracks,solved_literals,n_steps,heuristic_used
83,9by9_cnf/9by9_84.cnf,True,0.3511751999999433,62,82,3240,195,DLCS
84,9by9_cnf/9by9_85.cnf,True,0.04664490000004662,0,0,729,1,DLCS
85,9by9_cnf/9by9_86.cnf,True,0.10554750000028434,22,17,1059,40,DLCS
86,9by9_cnf/9by9_87.cnf,True,0.07671200000004319,13,13,1031,27,DLCS
87,9by9_cnf/9by9_88.cnf,True,0.0635191000001214,0,0,729,1,DLCS
88,9by9_cnf/9by9_89.cnf,True,0.06347300000015821,10,0,729,11,DLCS
89,9by9_cnf/9by9_90.cnf,True,0.13575160000027608,32,8,917,41,DLCS
90,9by9_cnf/9by9_91.cnf,True,0.18468570000004547,45,45,2169,111,DLCS
91,9by9_cnf/9by9_92.cnf,True,0.27320149999968635,53,62,2719,133,DLCS
92,9by9_cnf/9by9_93.cnf,True,0.38728089999995063,76,86,2819,184,DLCS
93,9by9_cnf/9by9_94.cnf,True,0.07148740000002363,0,0,729,1,DLCS
94,9by9_cnf/9by9_95.cnf,True,0.04952339999999822,0,0,729,1,DLCS
95,9by9_cnf/9by9_96.cnf,True,0.4099666000001889,54,114,4815,239,DLCS
96,9by9_cnf/9by9_97.cnf,True,0.08369050000010247,19,3,836,23,DLCS
97,9by9_cnf/9by9_98.cnf,True,0.22481369999968592,48,27,1427,76,DLCS
98,9by9_cnf/9by9_99.cnf,True,0.2990995000000112,63,49,2054,113,DLCS
99,9by9_cnf/9by9_100.cnf,True,0.04185280000001512,0,0,729,1,DLCS
100,9by9_cnf/9by9_101.cnf,True,0.06295060000002195,0,0,729,1,DLCS
101,9by9_cnf/9by9_102.cnf,True,0.06267149999985122,0,0,729,1,DLCS
102,9by9_cnf/9by9_103.cnf,True,0.3190829999998641,53,52,2066,119,DLCS
103,9by9_cnf/9by9_104.cnf,True,0.2560496000000967,40,31,1565,72,DLCS
104,9by9_cnf/9by9_105.cnf,True,0.09234349999996994,0,0,729,1,DLCS
105,9by9_cnf/9by9_106.cnf,True,0.07030929999973523,0,0,729,1,DLCS
106,9by9_cnf/9by9_107.cnf,True,0.08401969999977155,0,0,729,1,DLCS
107,9by9_cnf/9by9_108.cnf,True,3.6335285000000113,81,1143,33844,2305,DLCS
108,9by9_cnf/9by9_109.cnf,True,5.834110199999941,92,1577,48955,3174,DLCS
109,9by9_cnf/9by9_110.cnf,True,0.06807889999981853,0,0,729,1,DLCS
110,9by9_cnf/9by9_111.cnf,True,0.11689400000022943,27,13,958,41,DLCS
111,9by9_cnf/9by9_112.cnf,True,0.07030319999967105,0,0,729,1,DLCS
112,9by9_cnf/9by9_113.cnf,True,0.43189699999993536,60,108,4364,226,DLCS
113,9by9_cnf/9by9_114.cnf,True,0.07683229999975083,0,0,729,1,DLCS
114,9by9_cnf/9by9_115.cnf,True,0.43927679999978864,53,137,4484,278,DLCS
115,9by9_cnf/9by9_116.cnf,True,0.09103430000004664,13,4,796,18,DLCS
116,9by9_cnf/9by9_117.cnf,True,0.06224500000007538,16,5,824,22,DLCS
117,9by9_cnf/9by9_118.cnf,True,0.05763139999999112,0,0,729,1,DLCS
118,9by9_cnf/9by9_119.cnf,True,0.08005400000001828,22,20,1463,43,DLCS
119,9by9_cnf/9by9_120.cnf,True,0.16984199999978955,42,47,1945,100,DLCS
120,9by9_cnf/9by9_121.cnf,True,0.10092880000001969,30,24,1430,55,DLCS
121,9by9_cnf/9by9_122.cnf,True,0.46203460000015184,72,104,4426,234,DLCS
122,9by9_cnf/9by9_123.cnf,True,3.230717999999797,90,844,22833,1726,DLCS
123,9by9_cnf/9by9_124.cnf,True,0.11751849999973274,28,20,1344,49,DLCS
124,9by9_cnf/9by9_125.cnf,True,0.7931296000001566,69,238,8979,483,DLCS
125,9by9_cnf/9by9_126.cnf,True,1.6959231000000727,85,434,15958,898,DLCS
126,9by9_cnf/9by9_127.cnf,True,0.06986289999986184,0,0,729,1,DLCS
127,9by9_cnf/9by9_128.cnf,True,0.28048549999994066,56,72,3029,161,DLCS
128,9by9_cnf/9by9_129.cnf,True,0.23966340000015407,52,38,1995,99,DLCS
129,9by9_cnf/9by9_130.cnf,True,1.0628219000000172,67,297,10289,612,DLCS
130,9by9_cnf/9by9_131.cnf,True,0.0922286999998505,25,13,1085,39,DLCS
131,9by9_cnf/9by9_132.cnf,True,0.2045244000000821,44,51,2675,104,DLCS
132,9by9_cnf/9by9_133.cnf,True,0.10350740000012593,24,12,974,37,DLCS
133,9by9_cnf/9by9_134.cnf,True,0.35597020000022894,62,88,3504,196,DLCS
134,9by9_cnf/9by9_135.cnf,True,0.05017339999994874,0,0,729,1,DLCS
135,9by9_cnf/9by9_136.cnf,True,0.050501599999734026,0,0,729,1,DLCS
136,9by9_cnf/9by9_137.cnf,True,0.10440689999995811,31,24,1479,58,DLCS
137,9by9_cnf/9by9_138.cnf,True,0.04841300000043702,0,0,729,1,DLCS
138,9by9_cnf/9by9_139.cnf,True,0.10907199999974182,32,14,1079,47,DLCS
139,9by9_cnf/9by9_140.cnf,True,0.21564129999978832,39,37,1913,92,DLCS
140,9by9_cnf/9by9_141.cnf,True,0.1770105999999032,32,51,2115,105,DLCS
141,9by9_cnf/9by9_142.cnf,True,0.8723711000002368,85,222,7588,474,DLCS
142,9by9_cnf/9by9_143.cnf,True,0.09003459999985353,25,2,763,28,DLCS
143,9by9_cnf/9by9_144.cnf,True,0.16190770000002885,40,50,2144,107,DLCS
144,9by9_cnf/9by9_145.cnf,True,0.05470659999991767,0,0,729,1,DLCS
145,9by9_cnf/9by9_146.cnf,True,0.49452889999975014,58,160,6224,328,DLCS
146,9by9_cnf/9by9_147.cnf,True,0.049453300000095624,0,0,729,1,DLCS
147,9by9_cnf/9by9_148.cnf,True,1.7424392999996599,70,519,16185,1051,DLCS
148,9by9_cnf/9by9_149.cnf,True,0.4485826000000088,61,132,5159,278,DLCS
149,9by9_cnf/9by9_150.cnf,True,0.04743259999986549,0,0,729,1,DLCS
150,9by9_cnf/9by9_151.cnf,True,0.0645596000003934,0,0,729,1,DLCS
151,9by9_cnf/9by9_152.cnf,True,0.17312139999967258,56,41,1963,98,DLCS
152,9by9_cnf/9by9_153.cnf,True,0.12008849999983795,41,18,1225,60,DLCS
153,9by9_cnf/9by9_154.cnf,True,0.5015900999997029,61,111,4266,242,DLCS
154,9by9_cnf/9by9_155.cnf,True,0.05019229999970776,4,1,754,6,DLCS
155,9by9_cnf/9by9_156.cnf,True,0.058255999999801134,0,0,729,1,DLCS
156,9by9_cnf/9by9_157.cnf,True,0.5215241999999307,67,154,5335,314,DLCS
157,9by9_cnf/9by9_158.cnf,True,0.720683999999892,70,214,7755,432,DLCS
158,9by9_cnf/9by9_159.cnf,True,0.3815964000000349,56,124,4789,264,DLCS
159,9by9_cnf/9by9_160.cnf,True,0.043625999999676424,0,0,729,1,DLCS
160,9by9_cnf/9by9_161.cnf,True,0.040856000000076165,0,0,729,1,DLCS
